year,Month,DISEASES,CHIAKARIGA HC GOK,GACIONGO DISP GOK,GATUNGA DISP MISSION,JOSAN DISP PRIVATE,KAGENI DISP PRIVATE,KAMANYAKI DISP GOK,KAMWATHU,KANYURU DISP GOK,KATHANGACINI DISP,KIBUNGA H/C,MATERI GIRLS DISP MISSION,MUGAS CLINIC,MUKOTHIMA HC MISSION,NKONDI DISP GOK,RUUNGU DISP MISSION,ST ORSOLA HOSP MISSION,SUNSHINE CLINIC,THANANTU DISP NGO,THARAKA DIST HOSP,TUNYAI DISP GOK
2006,MAR,ear infectins,54,,14.0,7.0,7.0,8.0,,26.0,10,,1.0,,,23.0,0,54.0,,8.0,27.0,47
2006,MAR,Dis. Of circulatory systems,3,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0,0.0,,0.0,1.0,0
2006,MAR,Dis of Respiratory systems,711,,164.0,113.0,99.0,248.0,,335.0,146,,85.0,,,781.0,25,500.0,,52.0,1125.0,317
2006,MAR,Pneumonia,285,,4.0,5.0,18.0,2.0,,,8,,15.0,,,5.0,6,29.0,,19.0,26.0,135
2006,MAR,Abortion,0,,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,0,2.0,,0.0,1.0,0
2006,MAR,Dis. Of peuperium & child birth,3,,0.0,0.0,0.0,4.0,,,,,0.0,,,0.0,0,1.0,,0.0,0.0,9
2006,MAR,Neoplasms,0,,0.0,0.0,0.0,1.0,,,,,0.0,,,0.0,0,0.0,,0.0,0.0,0
2006,MAR,Dis. Of blood & blood forming organs,1,,5.0,0.0,0.0,0.0,,,,,0.0,,,0.0,0,0.0,,0.0,0.0,0
2006,MAR,mental Disorders,5,,1.0,0.0,0.0,1.0,,,,,0.0,,,2.0,0,1.0,,0.0,3.0,0
2006,MAR,Dental disorders,4,,1.0,5.0,9.0,15.0,,15.0,8,,7.0,,,10.0,0,5.0,,3.0,8.0,12
2006,MAR,Dis. Of the skin,125,,38.0,18.0,44.0,110.0,,51.0,14,,15.0,,,100.0,2,119.0,,11.0,86.0,142
2006,MAR,Rheumatisim,99,,29.0,11.0,36.0,39.0,,117.0,35,,11.0,,,67.0,5,2.0,,9.0,18.0,84
2006,MAR,Congential Anomalis,0,,,0.0,0.0,0.0,,,,,0.0,,,0.0,0,1.0,,0.0,0.0,0
2006,MAR,Pyrexia of unknown origin,0,,2.0,0.0,0.0,0.0,,,,,0.0,,,0.0,0,0.0,,0.0,1.0,0
2006,MAR,Poisoning,0,,0.0,0.0,,0.0,,,,,0.0,,,0.0,0,0.0,,0.0,0.0,0
2006,MAR,Accidents ( fructures & Burns),38,,7.0,6.0,11.0,10.0,,20.0,5,,0.0,,,29.0,8,28.0,,1.0,25.0,38
2006,MAR,Typhoid ,,,11.0,,19.0,,,,5,,,,,,9,,,,,
2006,MAR,Amebiasis,,,,,,,,,,,,,,,,,,,,
2006,MAR,Diabetes,,,,,,,,,,,,,,,,,,,,
2006,MAR,Epilepsy,,,,,,,,,,,,,,,,,,,,
2006,MAR,SYPHILIS,,,,,,,,,,,,,,,,,,,,
2006,MAR,HIV ,,,,,,,,,,,,,,,,,,,,
2006,MAR,Assault,14,,,,,,,,,,,,,,,,,,31.0,
2006,MAR,Snake bite,,,,,,,,,,,,,,,,,,,,
2006,MAR,Other bites,,,,,1.0,,,,,,,,,,,,,,,
2006,MAR,All other diseases,127,,17.0,,10.0,,,133.0,14,,11.0,,,102.0,14,324.0,,,190.0,25
2006,MAR,TOTAL NEW CASES,3608,,964.0,330.0,633.0,1409.0,,1614.0,607,,361.0,,,2510.0,180,1868.0,,283.0,2818.0,2045
2006,MAR,Re-attendances(Re-visits),349,,172.0,92.0,108.0,143.0,,210.0,91,,3.0,,,202.0,23,184.0,,36.0,333.0,87
2006,MAR,REFERRALS,11,,1.0,,1.0,3.0,,6.0,2,,0.0,,,0.0,0,0.0,,0.0,2.0,0
2006,MAR,No. of first Attendances,1605,,860.0,199.0,410.0,814.0,,1031.0,,,378.0,,,1327.0,,1522.0,,180.0,2020.0,1388
2006,MAR,Avrage dis. per Attendance,,,,,,2.0,,,,,,,,,,,,,,
2006,APR,Diarhoheal Diseases,105,,24.0,10.0,10.0,1.0,,6.0,32,,11.0,,45,27.0,,47.0,,5.0,29.0,46
2006,APR,Tuberculosis,,,,,,,,,,,,,,,,,,,,
2006,APR,Leprosy,,,,,,,,,,,,,,,,,,,,
2006,APR,Whoopng Cough,,,,,,,,,,,,,,,,,,,,
2006,APR,Meningitis,,,,,,,,,,,,,,,,,,,,
2006,APR,Tetenus,,,,,,,,,,,,,,,,,,,,
2006,APR,Poliomyelitis,,,,,,,,,,,,,,,,,,,,
2006,APR,chicken Pox,6,,,,,5.0,,6.0,,,,,,,,6.0,,,5.0,
2006,APR,Measles,0,,,,2.0,0.0,,0.0,22,,,,10,8.0,,3.0,,,23.0,
2006,APR,Infections Hepatitis,,,,,,,,,,,,,,,,,,,,
2006,APR,Mumps,,,,0.0,,,,14.0,,,,,,4.0,,,,,,
2006,APR,Malaria,949,,329.0,107.0,213.0,302.0,,527.0,247,,115.0,,235,753.0,38,244.0,,104.0,609.0,670
2006,APR,Gonorrhea,,,,,,,,,,,,,,,,2.0,,,,
2006,APR,Urinary Tract Infections,16,,26.0,2.0,7.0,2.0,,12.0,2,,,,6,7.0,,35.0,,3.0,18.0,
2006,APR,Bilharzia,,,,,,,,,,,,,,,,,,,,
2006,APR,Intestinal Worms,146,,86.0,14.0,38.0,89.0,,105.0,26,,24.0,,72,160.0,8,179.0,,15.0,72.0,109
2006,APR,Malnutrition,,,,,,,,,,,,,,,,,,,,15
2006,APR,Anaemia,,,,,1.0,,,,,,,,5,,,8.0,,,3.0,35
2006,APR,Eye Infections,15,,9.0,2.0,3.0,10.0,,,4,,10.0,,23,12.0,1,15.0,,3.0,12.0,22
2006,APR,Cataract,2,,,,,,,,,,,,,,,,,,,
2006,APR,ear infectins,39,,6.0,6.0,8.0,9.0,,17.0,10,,4.0,,21,12.0,,50.0,,3.0,22.0,48
2006,APR,Dis. Of circulatory systems,3,,,,,,,,,,,,,,,,,,,
2006,APR,Dis of Respiratory systems,402,,158.0,99.0,62.0,126.0,,297.0,129,,50.0,,69,468.0,11,266.0,,37.0,837.0,376
2006,APR,Pneumonia,70,,0.0,,14.0,3.0,,0.0,5,,9.0,,14,4.0,8,14.0,,6.0,27.0,136
2006,APR,Abortion,0,,0.0,1.0,0.0,0.0,,0.0,0,,0.0,,0,1.0,0,0.0,,0.0,1.0,0
2006,APR,Dis. Of peuperium & child birth,2,,0.0,0.0,0.0,2.0,,0.0,0,,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,APR,Neoplasms,0,,1.0,0.0,0.0,0.0,,0.0,0,,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,APR,Dis. Of blood & blood forming organs,3,,0.0,0.0,0.0,0.0,,0.0,0,,0.0,,0,0.0,0,0.0,,0.0,0.0,9
2006,APR,mental Disorders,1,,0.0,0.0,0.0,1.0,,0.0,0,,0.0,,0,0.0,0,0.0,,0.0,0.0,1
2006,APR,Dental disorders,5,,1.0,7.0,11.0,8.0,,5.0,5,,0.0,,0,7.0,0,5.0,,0.0,2.0,0
2006,APR,Dis. Of the skin,83,,37.0,4.0,18.0,39.0,,0.0,13,,35.0,,13,60.0,0,108.0,,24.0,52.0,97
2006,APR,Rheumatisim,85,,24.0,13.0,37.0,30.0,,37.0,12,,23.0,,14,59.0,4,13.0,,17.0,46.0,141
2006,APR,Congential Anomalis,0,,0.0,0.0,0.0,0.0,,0.0,0,,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,APR,Pyrexia of unknown origin,0,,1.0,0.0,0.0,0.0,,0.0,0,,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,APR,Poisoning,1,0,0.0,0.0,0.0,0.0,,0.0,0,0,0.0,,0,0.0,0,1.0,,0.0,0.0,0
2006,APR,Accidents ( fructures & Burns),22,,8.0,2.0,11.0,0.0,,7.0,5,,0.0,,0,25.0,,36.0,,0.0,25.0,30
2006,APR,Typhoid ,0,,0.0,0.0,7.0,1.0,,0.0,0,0,0.0,,2,0.0,5,0.0,,13.0,0.0,0
2006,APR,Amebiasis,0,,0.0,0.0,17.0,0.0,,0.0,3,,0.0,,3,0.0,0,0.0,,0.0,0.0,0
2006,APR,Diabetes,0,,0.0,0.0,0.0,0.0,,0.0,0,,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,APR,Epilepsy,0,,0.0,0.0,0.0,0.0,,0.0,0,,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,APR,SYPHILIS,0,,0.0,0.0,0.0,0.0,,0.0,0,,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,APR,HIV ,0,,0.0,0.0,0.0,0.0,,0.0,0,,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,APR,Assault,4,,0.0,0.0,0.0,0.0,,0.0,0,,0.0,,0,0.0,0,0.0,,0.0,18.0,0
2006,APR,Snake bite,0,,4.0,0.0,0.0,0.0,,0.0,0,,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,APR,Other bites,0,,1.0,0.0,1.0,0.0,,0.0,0,,0.0,,0,0.0,0,0.0,,0.0,0.0,0
2006,APR,All other diseases,109,,45.0,2.0,4.0,5.0,,97.0,32,,18.0,,106,97.0,7,348.0,,0.0,157.0,4
2006,APR,TOTAL NEW CASES,2094,,7611.0,276.0,464.0,637.0,,1153.0,547,,300.0,,613,,85,1436.0,,226.0,1972.0,
2006,APR,Re-attendances(Re-visits),396,,118.0,74.0,138.0,106.0,,273.0,121,,25.0,,86,288.0,13,157.0,,39.0,666.0,281
2006,APR,REFERRALS,5,,,,0.0,2.0,,,,,1.0,,0,,0,0.0,,0.0,0.0,0
2006,APR,No. of first Attendances,778,,461.0,156.0,323.0,333.0,,543.0,,,13.0,,599,815.0,,1132.0,,133.0,1133.0,976
2006,APR,Avrage dis. per Attendance,,,,,,,,,,,,,,,,,,,,
2006,MAY,Diarhoheal Diseases,102,,22.0,,8.0,12.0,,6.0,25,78,53.0,,55,30.0,,158.0,,9.0,54.0,36
2006,MAY,Tuberculosis,0,,,,,,,,,,,,,,,,,,,
2006,MAY,Leprosy,0,,,,,,,,,,,,,,,,,,,
2006,MAY,Whoopng Cough,0,,,,,,,,,,,,,,,,,,,
2006,MAY,Meningitis,0,,,,,,,,,,,,,,,,,,,
2006,MAY,Tetenus,0,,,,,,,,,,,,,,,,,,,
2006,MAY,Poliomyelitis,0,,,,,,,,,,,,,,,,,,,
2006,MAY,chicken Pox,0,,,,,,,3.0,,,4.0,,,1.0,,2.0,,,1.0,9
2006,MAY,Measles,25,,,,,,,,4,23,,,,,,,,21.0,19.0,8
2006,MAY,Infections Hepatitis,0,,,,,,,,,,,,,,,,,,,2
2006,MAY,Mumps,4,,,,,,,,2,12,18.0,,,,,15.0,,2.0,1.0,9
2006,MAY,Malaria,1072,,360.0,,156.0,135.0,,421.0,330,,763.0,,243,856.0,,1172.0,,282.0,986.0,313
2006,MAY,Gonorrhea,2,,,,,,,,1,,,,,,,,,,,6
2006,MAY,Urinary Tract Infections,28,,16.0,,4.0,,,1.0,7,7,11.0,,9,12.0,,17.0,,7.0,21.0,30
2006,MAY,Bilharzia,0,,,,,,,,,,,,,,,,,,,
2006,MAY,Intestinal Worms,215,,146.0,,31.0,59.0,,92.0,33,114,138.0,,63,224.0,,193.0,,76.0,56.0,232
2006,MAY,Malnutrition,0,,,,,,,,,,3.0,,,,,,,,,
2006,MAY,Anaemia,7,,,,3.0,,,,,3,46.0,,4,,,,,,,8
2006,MAY,Eye Infections,55,,8.0,,1.0,10.0,,2.0,8,48,23.0,,25,23.0,,24.0,,13.0,24.0,23
2006,MAY,Cataract,0,,,,,,,3.0,,,,,,,,1.0,,,,
2006,MAY,ear infectins,60,,9.0,,10.0,12.0,,3.0,10,31,57.0,,20,24.0,,47.0,,2.0,16.0,55
2006,MAY,Dis. Of circulatory systems,4,,,,,,,,,,,,,,,,,3.0,3.0,
2006,MAY,Dis of Respiratory systems,425,,127.0,,39.0,97.0,,172.0,136,438,355.0,,63,469.0,,593.0,,187.0,703.0,379
2006,MAY,Pneumonia,39,,,,8.0,15.0,,,2,113,139.0,,29,1.0,,24.0,,,47.0,25
2006,MAY,Abortion,3,,,,1.0,,,,2,,2.0,,,1.0,,1.0,,,2.0,3
2006,MAY,Dis. Of peuperium & child birth,0,,,,,,,,,,9.0,,,,,7.0,,,,
